S0101_C01_001E,S0101_C01_030E,S0101_C01_030M,S0101_C01_001M,NAME,state,county,tract
4949,588,162,901,Census Tract 76.01; District of Columbia; District of Columbia,11,001,007601
4281,604,207,866,Census Tract 76.03; District of Columbia; District of Columbia,11,001,007603
3738,650,260,729,Census Tract 76.04; District of Columbia; District of Columbia,11,001,007604
3793,868,293,548,Census Tract 76.05; District of Columbia; District of Columbia,11,001,007605
7140,624,159,1051,Census Tract 77.03; District of Columbia; District of Columbia,11,001,007703
4345,611,202,869,Census Tract 77.07; District of Columbia; District of Columbia,11,001,007707
2444,442,296,535,Census Tract 77.08; District of Columbia; District of Columbia,11,001,007708
2512,335,137,589,Census Tract 77.09; District of Columbia; District of Columbia,11,001,007709
4968,898,698,857,Census Tract 78.03; District of Columbia; District of Columbia,11,001,007803
4078,649,125,887,Census Tract 78.04; District of Columbia; District of Columbia,11,001,007804
2361,486,159,446,Census Tract 78.06; District of Columbia; District of Columbia,11,001,007806
2477,277,66,604,Census Tract 78.07; District of Columbia; District of Columbia,11,001,007807
4105,517,151,1040,Census Tract 78.08; District of Columbia; District of Columbia,11,001,007808
3134,347,138,737,Census Tract 78.09; District of Columbia; District of Columbia,11,001,007809
4397,712,676,889,Census Tract 79.01; District of Columbia; District of Columbia,11,001,007901
1859,171,56,348,Census Tract 79.03; District of Columbia; District of Columbia,11,001,007903
3058,115,60,415,Census Tract 80.01; District of Columbia; District of Columbia,11,001,008001
3286,313,51,398,Census Tract 80.02; District of Columbia; District of Columbia,11,001,008002
3183,208,50,448,Census Tract 81; District of Columbia; District of Columbia,11,001,008100
2805,338,94,388,Census Tract 82; District of Columbia; District of Columbia,11,001,008200
3077,272,103,309,Census Tract 83.01; District of Columbia; District of Columbia,11,001,008301
2871,291,54,489,Census Tract 83.02; District of Columbia; District of Columbia,11,001,008302
2557,195,54,325,Census Tract 84.02; District of Columbia; District of Columbia,11,001,008402
2138,89,48,429,Census Tract 84.10; District of Columbia; District of Columbia,11,001,008410
2618,159,79,464,Census Tract 87.01; District of Columbia; District of Columbia,11,001,008701
3521,206,100,577,Census Tract 87.02; District of Columbia; District of Columbia,11,001,008702
4605,438,83,575,Census Tract 88.02; District of Columbia; District of Columbia,11,001,008802
4473,174,151,568,Census Tract 88.03; District of Columbia; District of Columbia,11,001,008803
2338,187,72,610,Census Tract 88.04; District of Columbia; District of Columbia,11,001,008804
3668,243,121,1086,Census Tract 89.03; District of Columbia; District of Columbia,11,001,008903
3826,408,199,917,Census Tract 89.04; District of Columbia; District of Columbia,11,001,008904
